asset_id,flag,reason
396e3b1f-12bf-5078-b42d-3a81dce9000b,MISSING_REQUIRED_PROPERTY,flow_rate
3a6d3f02-464f-5591-a82f-52db6d1c131d,MISSING_REQUIRED_PROPERTY,flow_rate
c8a37e2c-529b-5e5a-abab-820c8cbbb25c,MISSING_REQUIRED_PROPERTY,flow_rate
b12d6371-173b-55ab-8159-dc16e96bb8e2,MISSING_REQUIRED_PROPERTY,flow_rate
1774eccf-95d1-5efc-a4b5-5be3d8dedebc,MISSING_REQUIRED_PROPERTY,flow_rate
c1376779-c0b1-5445-83f8-65e92928a2ac,MISSING_REQUIRED_PROPERTY,flow_rate
92648a12-c152-53aa-83ed-065356dd7eff,MISSING_REQUIRED_PROPERTY,flow_rate
d1d95534-4942-50c1-9a90-002f85c2626e,MISSING_REQUIRED_PROPERTY,flow_rate
4b100fc6-db73-5d60-9188-05588c86ed0c,MISSING_REQUIRED_PROPERTY,flow_rate
4d86db3d-d5b2-5a7e-bf9d-a08db56beafe,MISSING_REQUIRED_PROPERTY,flow_rate
a828a986-7b99-5397-b63d-97a6ff4f8a79,MISSING_REQUIRED_PROPERTY,flow_rate
a123f2cf-c71f-54a7-b19f-afed57801720,MISSING_REQUIRED_PROPERTY,flow_rate
